,charaka,book_name
6609," Now we shall discourse on the chapter which deals with the (symtoms and) medical treatment of worms (Krimi-Roga-Pratishcdha). i. body are aggravated by such causes as eating before the digestion of a previous meal, excessive use of any indigestible, uncongenial, incompatible or filthy articles of fare, seden- tary habits, partaking of cold, heavy or fatty meals, sleeping in the day-time, excessive use of Mdsha, c-ikes, Vidala (cereals). Visa Hotus stems), S'dluka (bulbous root of the lotus), pot-herbs, Siird (wine) S'ukta (a kind of fermented rice-gruel), curd, milk, treacle, sugar-cane, Palala (dried plants of corn), flesh of Anupa animals, Pinydka (oil cakes), PritJmka (Chipi- taka), and such other articles of fare as well as by the use of sweet, acid and liquid articles. They help the germin- ation of parasites of various shapes in the different parts of the body, Amds'aya (stomach) and Pakvas'aya (intes- tines) being their principal seats or location. ",
6610,2,
6611," Classification worms or parasites (which are found to germinate and grow in a living human organism) are divided into twenty different species, and have their origin either in feces. Kapha or blood Now I shall enumerate their names and characteristic features. 2— ",
6612,3,
6613," Names and Symptoms of Purishaja Worms The seven kinds of worms which are Charaka speaks of another kind viz. Malaja (produced from the external filth of the body), over and above that kind of worms which are present in every organism from the very birth (Saliaja). ",
6614,"known as Ajava, Vijava, Kipya, Tripya, Gandu-pada, Churu and Dvi-mukha, originate from feces (Purishaja). They are white and extremely attenuated in their size. They frequent the passage of the rectum and produce a pricking pain (therein). Several of them are thicker and have tails. Cramps (Sula), dulness of appetite, yellowness of complexion, distension of the abdomen, loss of strength, water-brash, aversion to food, heart-disease (Hrid-roga) and looseness of stool, are the symptoms which mark the presence of worms (in the intestines), which originate in the feces. Of these Gandu-pada worms are red and long in their shape producing such symptoms as cutting pain (Sula), rumbling sound in the intestines, looseness of stool, and indigestion and they come out of the anus with an itching sensation. 4— ",
6615,5,
6616," Names and Symptoms of Kaphaja Krimi known as Darbha-pushpa. MahA- pushpa,Praluna, Chipita, Pipilika and Daruna,have their origin in the deranged Kapha. They are either hairy or have hairs only on their heads, or are marked with brown spots on their sides or are provided with tails. They are white and small-sized like fresh paddy-sprouts. They eat away the marrow and bore into the eye-balls, the palate and the ears and produce head-ache, cardiac troubles (Hrid-roga), vomiting and catarrh. 6—",
6617,7,
6618," Names and Symptoms of Raktaja Krimi the worms originating from the vitiated blood arc Kes'ada, Nakhdda, Kushthaja and Parisarpa They arc either black or blood-coloured, glossy and thick and The names of these worms have been derived from the nature of their actions on the different parts of the organism. ",
6619, generally produce diseases which are peculiar to the ,
6620,8,
6621," their origin in the feces (accumulated in the bowels) are the results of the (excessive) use of such articles of fare as Afas/ia-pulse, cakes, salt, treacle and pot-herbs. The Kaphaja worms germinate in the system in consequence of eating flesh, AIds/ia-pu\se (D. R. fish), treacle, milk, curd and Sukta (a kind of fermented rice-gruel). Worms which originate from the contaminated blood of the body, are intimately connected with the use of pot-herbs and other indigestible and incompatible articles of fare. ",
6622,9,
6623," paleness of complexion, Sula, cardiac troubles (Hrid-roga), lassitude, vertigo, aversion to food and diarrhoea (Atisara) are the complaints which mark the presence of worms in the system. ",
6624,10,
6625," these the first thirteen kinds of worms may be seen with the naked eyes, while those beginning with Kes'ada the Raktaja worms) are not so visible and (of these latter ) the first two Kes'ada and Romada) kinds should be given up (as incurable). ",
6626,11,
6627," A physician should first ascertain the nature of the worms and, with a view to destroy their colony in the body, should treat the patient with a Sneha (clari- fied butter or oil) and then administer an emetic with clarified butter duly cooked with the drugs of the Surasddi group. He should then purge the patient with any strong purgative and treat him with an Asthapana-vasti prepared with the decoction of Yava, Kola, Ku/aU/ia-pu\se, and the drugs of the Surasddi See Chapter xxiv.,—Sutra Slhana. ",
6628," group, charged with salt and with a Sneha (clarified butter or oil) duly cooked with Vidauga. Just after the flowing out of the injected solution (through his anus) the patient should be bathed with lukewarm water and a meal prepared with vermifugal articles should be given to him. Anuvasana-vasti should then be applied with the preceding Sneha (prepared with Vidanga). He should take a potion composed of the expressed juice of S'irisha and Kiniki (Apamarga) mixed together aud sweetened with honey. The ex- pressed juice of Kcvuka may be similarly (mixed with and) administered with a meal prepared with the articles of strong (Tikshna) property. ",
6629,12,
6630," A paste (or powder) of Pa/ds'a-seeds or the expres- sed juice thereof should be taken with the washings of rice. The expressed juice of should be taken with honey. The juice extracted from or the drugs of the Siirasddi group should (similarly) be taken, or the powders of dried horse- dung or of Vidanga should be licked with honey. Pupulika-cakes prepared with (pasted Yava and) the pasted leaves of Mushika-parni (a kind of Danti) should be taken by the patient followed by draughts of DhanyA- mla (fermented paddy-gruels). 13— ",
6631,14,
6632," Oil duly cooked with (the paste and decoction of) the drugs of the Stirasddi group should be given to be drunk. Different kinds of cakes should be prepared for him with (Yava mixed with) powdered Vidanga. Sesamum-seeds should be duly soaked in the decoction of Vidanga (after the manner of Bhavauci saturation) and oil should be then pressed out thereform (for his use). 15 A. Dalliina cvplains ''I'altura"" ns S'cphalik.-i, but .S'ivadai'a il to be S'alincba. ",
6633,"Powdered excreta of a Svavidh (porcupine) similar- ly soaked seven times in ( each of ) the decoctions of Tri-phald and of Vidanga should be licked with honey, followed by draughts of the expressed juice of Amalaka, Haritaki, and Aksha (Vibhitaka). Powders of any (dead) metal also be prepared and taken in the preceding manner. In the alternative, the expressed juice of Putika should be taken with honey, or Pippali-xooX.'r, should be administered through the vehicle of the urine of a she-goat. Trapu (killed lead) should be rubbed in the upper liquid part of curd (Mastu) and should be taken for a week. Worms which have their origin in the accumulated feces or aggravated Kapha in the body should be destroyed with the help of the aforesaid medicinal remedies. ",
6634,15,
6635," Medicinal Anjanas, Nasyas and Avapidas should be particularly employed in destroying the different classes of vermins which infest the regions of head, heart and mouth and the nostrils. The liquid expressed out of horse-dung should be dried and then successive- ly soaked several times in the decoction of Vidanga. The preperation should be blown into the nostrils (Pradhamana). Powders of killed metal (Ayas, etcf) may also be applied in the same manner. Oil duly cooked with the drugs of the Surasddi Gana should be used in snuffing with the blue part \ of Indian bell- metal. 17 A. Measures and remedies mentioned in connection is also used for all ihe metals generally. t Ayas—as in para 15 may mean any melal. X Oil duly cooked with the drugs of the Surasadi Gana should be placed. in a pot of Indian bell-metal. When the inner surface of the pot would become blue by being oxidised, the oil should be well stirred and mixed With that blue part and used as an errhine. ",
6636,"withthe treatment of alopecia (Indra-liipta) should be em- the worms would be found to have invaded the hairs of the body). Medicines enumerated in connection with the treatment of the diseases of the mouth should be prescribed in cases of Dantaida worms {viz. where the vermins would be found to have taken lodgment in the teeth). Cases where the worms would be found to have their origin in the vitiated condition of the blood should be treated as cases of Kushtha to all intents and purposes. The drugs of the Surasddi Gana, however, may be used in ",
6637,17,
6638," Diet composed of the articles of bitter and pungent tastes as well as draughts of milk mixed with the soup of A person suffering from any complaint due to the presence of worms (Krimi of whatever kind) and seeking their destruction, should refrain from using milk, cooked meat, clarified butter, curd, pot-herb (edible leaves), things of acid or sweet tastes as well as cold things in general. ",
6639,18,
6640, Thus ends the fifty-fourth chapter in the Uttara-Tantra of the Sus'ruta Samhitd which deals with the (symptoms and) treatment of Krimi-Roga. bath. ,
6641,"Now we shall discourse on the chapter which deals with the (symptoms and) medical treatment of the disease due to the retention of any natural physical urging (Udavarta- Pratishcd ha), i. Causes wise man valuing his life shall never repress any natural urging of his body, whether upward or downward, e. g. that of Vayu, etc. Uddvarta is so called from its origin from the repression of any natural urging such as Vata (flatus), evacuation of bowels, micturition, yawning, lacrimation, sneezing, eructation, vomiting and discharge of semen when it makes its appearance (Udita) and urges a person to answer its call. Udavarta is also brought on by the repression of hunger, thirst, respiration and sleep. I shall now fully describe its symptoms and the mode of medical treatment to be pursued therein. It is of thirteen different types and are brought about through the aforesaid causes, over and above the one incidental to the habitual use of unwholesome food and drink (Apathyaja). ",
6642,4-Feb,
6643," Symptoms of Vsitaja The vital Apana-Vdyu (at the anus) anyhow obstructed in its passage gives rise to distension and cramps in the abdomen, oppression and a constricted feeling at the heart, headache, laboured breathing, hiccough, cough, catarrh, catching pain at the throat which makes speaking and Deglutition difficult (Gala-graha), violent movement of deranged Pitta and Kapha all through the body and suppression of stools or emission of fecal matter through the mouth. 5, ",
6644,"Repressed urging for stool is followed b\- the exhibition of such sj-mptoms, as rumbling in the intestines, severe pain (in the abdo- men), cutting pain in the anus, upward coursing of the flatus, suppression of stool or even emission of feces through the mouth. ",
6645,6,
6646," of the desire of making water is followed by scanty emission of urine which is often given out by painful drops produc- ing distension of the bladder and an excruciating pain in the urethra, anus, scrotum and the inguinal regions and about the umbilicus, and sometimes even in the head, ac- companied with distortion of features in consequence. ",
6647,7,
6648," A repression of yawning leads to wry-neck (numb- ness of the Man}'a and of the neck) of the head due to the incarcerated local Vayu and violent diseases affecting the eyes, nose, ears and the mouth. Tears born of any mental condition of grief or jo}- and voluntarily repressed without being given free vent to, give rise to severe distempers of the e)'es, heaviness of the head and catarrh (Pinasa). ",
6649,9-Aug,
6650," A repression of sneezing is followed acute diseases of the head, eyes, nose and ears, A sense of fulness in the throat as well as the suppression and croaking of the incarcerated Vayu (wind) are also exhi- bited in this The voluntary repression of any natural urging towards eructation gives rise to disea.ses peculiar to the derangement of the bodily Vdyu. lo-ir. A repression of vomiting is followed by cutaneous in this sentence (which comprises a line in the verse) is taken by Mddhava with the following line which enu- merates the symptoms of Udiivaria due to the voluntary repression of eructation. 44 ",
6651,"affections (Kushtha) due to the bodily Doshas which, being vitiated, had interfered with the gastric digestion with reactionary acidity and produced the \omiting. rainfiii swelling of the bladder and of the scrotum, and about the anus as well as suppression of urine, formation of gravels in the bladder and involuntary emission of semen are the symptoms which manifest themselves in a case of repressed seminal discharge. ",
6652,13-Dec,
6653," Ungratified hunger brings on drowsiness, aching pain in the limbs, disrelish for food, sense of exhaustion, and weakness of eye-sight. An ungratified thirst brings on dryness of the throat and mouth, dulness of hearing and pain at the heart. A suppression of breath in an exhausted person brings on cardiac troubles, fainting fits and an attack of Gulma. An unindulged sleep produces yawning, aching pain in the limbs, and a sense of heavi- ness in the limbs as well as in the head and the eyes. It may also bring on drowsiness. ",
6654,14-17,
6655," Prognosis thirst and cramps (Sula), vomiting fecal matter and suffering from weakness and a distressing exhaustion should be given up by a wise physician. all forms ofUda- varta the preliminary treatment generally consists in restoring the deranged and incarcerated bodily Vfiiyu to its normal course and direction. Now hear me again describe the specific medicinal remedies to be separately employed in each case. ",
6656,19,
6657," case of Vaitaja Udavartathe patient should be first treated with a Sneha and Sveda (fomentation) after which medicinal injections should be made into the rectum after the manner of an Asthapana-vasti. In a case due to the incarceration of feces in the intestines ( Purishaja ), the remedial ",
6658,measures and medicines laid down in connection with the treatment of Anaha should be cmploj'cd. 20 ,
6659,21,
6660," Wine charged with a large tjuantity of SoHvanJuila- salt should be administered in a case due to the reten- tion of urine. Milk or Eld should also be taken in combination with wine. The expressed juice of Dhdtri diluted with water should be taken for three successive days ; or the expressed liquid of the dung of a horse or of an ass should be taken ; or wine made from treacle (Goudika) should be taken with honey and cooked meat should bejtaken by biting at intervals. One Tola weight of the compound consisting of Bhadra-ddrii, JMnsta, Murvd, Haridrd and Yashti-niadhu should be dis.solved in an adequate quantity of rain-water and then be taken. The expressed juice of Duspars'd (Dura-labha) or an infusion of Kum-kuma (D. R.—decoction of Kakubha i. e. Arjuna' should be taken, or Erz'drnka- seeds mixed with a little salt .should also be taken with water. Alilk duly cooked with Paiicha-mula;' or the expressed juice of Drdkshd .should be prescribed. The medicinal reme- dies previously described i.s po.ssessed of the efficacy of disintegrating gravels, (As'mari)t should be adminis- tered. Similarl)-, all the measures to be mentioned hereafter in connection with the medical treatment of Mutra-krichchhra \ (strangury) and of Mutraghdta § (obstruction of urine) which I shall have occasion to deal with later on should also be adopted in this case. ",
6661,22,
6662," A case of Udavarta due to the suppression of • Both Dallana and S'ivadasa recommend the use of ininot Paiicha- uiula, but S'rikantha rccommeds the Trina-rancha-mula. 1 lor As'mari— Sec Cliiktisita-slhana, Chapter VII. I'or Mutra-Kiithchhra—Sec ch. UX., Uttara-Tanlra. § lor Mulraghala— See ch. LMII., Uttara-Tanlra ",
6663," yawning should be conquered with the applications of Sneha and of Sveda (fomentation). The patient should be treated with Sneha and then fomented and lachrymation should then be induced (with appro- flow of tears has been suddenly checked. Sneezing should be induced with the help of strong Anjanas and Avapidas, or by the application of Vartis, or by holding any strong smell at his nose or by blowing any strong medicinal powder into the nose (Pradhamna) or by making the patient look towards the sun (or such like luminous body) in a case of Udavarta due to the suppression of sneezing. 23—",
6664,24,
6665," In a case of Udavarta due to suppressed eructation, the patient should be made to inhale the fumes of oily or lardaceous articles of wine surcharged with Souvarchala-sdiXi and the ex- pressed juice of Vija-pura. A case of Udavarta due to suppressed vomiting should be duly conquered with emulsive measures (treating with a Sneha), etc., according to the nature of the deranged bodily Dosha involved in each case. In the alternative unguents with (Saindhava) salt and (Yava-) Ks'hara should be applied. 25— ",
6666,26,
6667," Milk should be duly cooked with the admixture of four times as much water and with the drugs of bladder-cleansing virtues until all the water is evaporated. Draughts of this medicated milk should be prescribed in copious quantities in a case of Udavarta due to the retention of seminal fluid and the patient t The order is (i) Dhuma-inhalation, (2) Nasya (crrhine) and (j) Kavala (gargle) X These are the drugs of the Trina-paneha-mula as well as of the Mralarvadi groups (Chapter XXXVIII, Sutra Sthana). ",
6668,should be advised to have sexual hitcrcoursc with lovely women. ,
6669,27,
6670, Fatty (Snigdha) things should be taken lukewarm and in small quantities in a case of Udavarta due to ungratified hunger. Cold Manthas or Yavagus should be given to the patient in a case of Udavarta due to the suppression of thirst. Food with meat-soup should be given to the patient after sufficient rest in a case of Udavarta originated from the suppression of breath in a tired state of the body. should be given in a case of Udavarta due to the suppression of sleep and the patient should be made to sleep with the help of sweet discourses. ,
6671,28,
6672," Cases of Adhmaua (distension of the abodomen), etc., which are the supervening s}-mptoms of Udavarta) should be remedied with appropriate medicines and other measures with an eye to the nature and intensity of the deranged Dosha or Doshas involved in each case under- lying at the root. ",
6673,29,
6674," Udavarta due to errors in diet abdcmiinal (Koshthaja) Vayu deranged and aggravated by such factors as eating dry, astringent, pungent or bitter articles of fare (in inordinate quantities) causes an immediate attack of Udavarta in which the Va\u (follows an upward course and) obstructs its own channels as well as (jf feces, urine, Kapha, fat and blood. It dries up the fecal matter (in the body) causing pain in the heart and bladder, a sense of heaviness in the limbs (D. R —nausea), aversion to food (D. R. un\\ illing- ness to do anything) and difficult and scanty emission of stool, urine and flatus. 1 .abourcd breathing, cough. S'ivaddsa advises llic use of hulfalu's milk in this case as l)cing more cltkacioiis in bringing on sleej). lUil Dallana refule.'s this and re- commends llic use uf cow's milk. ",
6675,"catarrh, burning sensation in the body, fits of uncons- ciousness, vomiting"", fever, thirst, hiccough troubles in the head, defective functional activity of the Manas (mind) and of the ear and such like symptoms, in conse- quence, pre-eminently mark the deranged action of the bodily Vayu. ",
6676,30,
6677," patient's body should be made emulsive (Snigdha) by the application of unguents composed of salt and oil. Fomentation should then be applied under the circumstances, and intestinal injections should be applied after the manner of a Nirudha Vasti. Intestinal enemas (Vasti) of the Anuvasana kind should also be applied after meal, if the case be attended with loose motions in virtue of the specific nature of the deranged bodily Doshas involved therein. Fatty purgtives should be exhibited after having fully foment- ed the body of the patient, when the foregoing re- medies would fail to give any relief from attacks of Udavarta and he should be made to drink a potion of any acid cordial together with the compound of Pihi, Trivrit and Yavdni or with the compound consist- ing of Hingu, Kiishtha, Vacha, Svayjika-ksh'AvdL and immediateh- preceding it in the order of enumeration. These two medicinal compounds may be employed with advantage in relieving attacks of Sula aud Udavarta. 31— ",
6678,32,
6679," The drugs known as Deva-ddru, Chitraka, Knshtha, (Guggulu) and Pushkara-vooi'6 should be d\\\y boiled with half an Adhaka measure (thirt}'-two Palas) of water and taken down from the oven with a quarter part of the original ",
6680,solution remaining. Draughts of the this decoction would relieve an attack of Udavarta. ,
6681,33,
6682," A potion of clarified butter dul\' cooked with the decoction of Mu/aka, Ardraka, Varshdbhu, Pancha-mtda f and Arcvata (Aragvadha) fruits would cure any form of Udavarta whatsoever. ",
6683,34,
6684," A compound consisting of Vachd, Ativishd, Kushiha, Yava-Kshdra,Haritaki, Pippali and Chitraka should also be taken with tepid water, or a compound consisting of Vis'alyd, AtivisJid, VacJia, Kush- tha, Kinva (sediment of wine) and Agnika taken in equal parts should also be taken in the aforesaid manner. A compound of Dcva-ddrii, Agni, Tri-pliahi and Vrihati, should be taken with the urine of a cow. The decoction of and barle\- weighing a Prastha cooked in an Adhaka measure of water and boiled down to half a Prastha onh', should be taken in combination with Hingu. 35—",
6685,38,
6686," A compound consisting of the pulverised seeds of Madana and of Aldvu, Pippali and Nidigdhikd should be blown into the rectum with a pipe. A Varti made of Nikiinibha (Danti),. Kampilla, S'ydmd (Trivrit), Ikshdku, Agnika,, (Ajamoda), Krita-VcdJiana (Kosataki), Mdgadhi and salt pounded together, made into a paste with the addition of cow's urine, dried and cut into a propor- tionate size, should be inserted into the rectum. The last two ambrosial remedies give instantaneous relief in a case of Uda(varta. ",
6687,39,
6688," Thus ends the fifty-fifth chapter of the Uttara-Tantra in the Sus'ruta Samhita which deals with the (symptoms and) treatment of Udavarta. t Dallana recommends the major Pancha-mula ; but according to Chakrapani's commentary, ""Bhanumati,"" it should be the minor Pancha- ",
6689," Now we shall discourse on the chapter which deals with the (symptoms and) medical treatment of Vishu- chika type of cholera, etc. (Visuchiksi-Pratishedha). i. and arc produced from the effects of the three kinds of indiges- tion spoken of before (in Sutra, Amdjirna (indigestion properly so-called), Vidagdha- jirna (indigestion with acidit\) and Vishtabdhdjirna (indigestion with undigested food stuffed into the intestines in the form of undigested fecal matter). 2, Definition ed and incarcerated bodily produces, owing to the presence of indigestion, a pricking pain in the limbs resembling that produced by the pricking of needles is called Visuchika( b)- the physicians. Men well-versed in the (dietetic) principles and temperate in their diet, enjoy an almost absolute immunity from its attack, whereas fools who are greedy and intemperate and eat like gluttons, fall an easy victim to it. ",
6690,3,
6691," diarrhoea (loose mo- tions), vomiting, thirst, pain, cramps, vertigo, yawning, burning sensation in the body, discolouring or paleness of complexion, pain (cramps) at the heart and a breaking pain in the head are the symptoms of Visuchikai. ",
6692,4,
6693," AIasa,ka. stuffedness of the abdomen, rumbling noise (in the upward coursing of the Vayu incarcerated in the abdomen making a croaking rumbling sound in its way """" According to S'rikanlha the commentator on Madhsva's Nidana— the patient himself makes an indistinct sound. ",
6694," upwards, absolute suppression of stool and flatus, hic- suffering from these symptoms is said have an attack of Alasaka. ",
6695,5,
6696," Vilambika and undigested food matter does not find any outlet either through the upper or lower channels of the body owing to the fact of its being obstructed in its course by the action of the deranged Vayu and Kapha, is said to be suffering from an attack of Vilambikst by old medical experts and should be given up as curable. In whatever part of the body the (undigested food matter) is present, it produces its'own characteristic symptoms in that very part and the vitia- tion of a particular Dosha in such cases should be diagnosed by the presence of the characteristic symp- toms (e. g. distension, etc.,) of Ama (indigestion). 6—7, Prognosis such symp- toms as blackish blue (Syama) colour of teeth, nails and lips, diminished consciousness, vomiting, eyes sunk in their sockets, feeble voice and looseness of all the joints, should be regarded as not returning from his journey (to the eternal home), ",
6697,8,
6698," cauterization of the regions of Parshni (heels), dry fomentation, exhibition of strong emetics and such like measures are recommended. Fasting should be observed at (the time of) the digestion of the food. Digestive (Pachana) remedies as well as purgatives should also be prescribed. The patient gets instantaneous relief in cases of fainting, diarrhoea, etc., on the cleansing of his body with the medicinal (emetic or purgative) remedies. Intestinal injections after the manner of an As'thapana Vasti may be likewise applied in all ca.ses place of ""hic-cough."" 45 ",
6699,. of the present disease. Now hear me describe the recipes of other medicinal compounds which may be employed in the aforesaid diseases in addition to those already mentioned. 9— ,
6700,10,
6701," A pulverised compound of Pathyd, Va.c/id, Hingu, Kalinga (Indra-yava), Grinja (a variety of garlic), Souvarchala and Ativishd taken with tepid water instantaneously relieves an attack of indigestion, colic, Visuchikd and an aversion to food. The medicine known as (Kalpa—chapter VII) or or mustard-seeds and a profuse quantity of treacle, should be taken (with tepid water). Sain- dhava, Hingu, Vija-ptira, (D. R. seeds of Sdka), clarified butter and the two Tri-vargas (Tri-phald and Tri-katu) in combination with any fermented gruel (Kanjika), or Tri-katu and Sai7idhava-s,di\i mixed to- gether with the milky exudation of Smihi, should be taken (with Kdnjika). In the alternative, the medicated salt known as Kalyana-Lavaua described before under the treatment of Vata-vyjidhi should be taken (with Kdnjika). Pippali, Yanidni and Apdmdrga, or Pippali and Danti in equal parts should be similarly taken. Pippali mixed with Danti should also be used with the expressed juice of Koshdvati (Ghoshd). Pippali and S'tmthi should also be taken with hot water. 1 ",
6702,1,
6703," The drugs known as Vyosha {Tri-katu), Karanja-hults (seeds), the two lunga taken in equal parts should be pounded together, made into Gutikds (or pills) and dried in the shade. The application of these pills as an eye-salve (Anjana) along the eye-lids proves curative in cases of Visuchikd.-f ",
6704,12,
6705," Kushtha, Aguru, Patra, Rasna, S'igru, Vacha and Tvak should be ",
6706," Diet ;—Digestive and appetising Peya, etc., should be given to the patient when he experiences a good hunger after he had been fully treated with a course of emetic or purgative or kept fasting for a proper period. ",
6707,13,
6708," The disease in which Ama (undigested food) or fecal matter, gradually incarcerated (in the stomach) through the action of the deranged and aggravated local V4yu fails to find its natural outlet, or is not spontaneously evacuated A case of Andha due to the accumulation of un- digested food (in the stomach) exhibits such symptoms as thirst, cattarrh, burning in the head, a sense of heavi- ness and cramps in the stomach, nausea (D. R.—heavi- ness of the heart) and suppression of eructations. While a case of Anaha in the Pakvas'aya (intestines) is marked by a sense of stuffedness in the back and waist, suppression of stool and urine, colic, epileptic or fainting fits, vomiting of feces, laboured and difficult respiration (D. R.— swelling), as well as the symptoms mentioned under the head of Alasaka. ",
6709,14,
6710," Treatment of Andha due to the presensc of Ama, the patient should be treated with emetics and then with digestive medicines and diet according to the prescribed order. The Ama (undigest- ed food) in a case not marked by any vomiting of feces should be treated with fomentation and therapeutic mixed together and pasted with Kanjika. This would be the best remedy, for rubbing over the body of the patient, in a case of Visuchika- Oil should be duly cooked with Chitraka, Yuthi-flower, oil-cakes (of sesamum), Bhallataka, the two Ksharas, Saindhava and two parts of Kushtha. This should be prescribed by an expert to be rubbed, or used as a plaster over the body of the patient. ",
6711,"agents of digestive efficacy. Vartis (suppositories) made by pasting the purgative drugs mentioned in connection with the medical treatment of Visuchika together with the urine of a she-buffalo, or of a she-goat or of a ewe or of a she-elephant, or of a cow, should be used. The body of the patient should be first fomented and then the powders of the drugs used in preparing the afore-said Vartis should be blown (into his intestines) through a pipe inserted into his rec- tum. Decoction should be duly prepared by boiling the drugs of emetic and purgative virtue in cow's urine. Nirudha should soon be applied with the above decoction mixed with half as much of cow's urinef and with honey and adding also the powders of Trivrit and salt weighing a Prakuncha (Pala). The procedure laid down in respect of the exhibition of purgatives should be adopted here. Oil duly cooked and boiled with the foregoing drugs should also be injected into the rectum, if necessary, after the manner of an Aunvdsana Vasti. 15— ",
6712,16,
6713," Thus ends the fifty-sixth chapter in the Uttara-Tantra of the Sus'ruta Samhita which deals with the (symptoms and) treatment of Visuchikd. of this Nirudha Vasti should be prescribed only in the ""mf"" stage of Anaha and never in t Kdrtika Kundu does not include ""urine"" in this list. lie reads ",
6714," Now we shall discourse on the chapter which deals with the (symptoms and) medical treatment of aversion to food (Arochaka-Pratishedha). idiology derangement of the Doshas either several or combined or an apathetic state of the mind (through grief, etc.) tends to block the food- carrying channels vis., the esophagus, etc., as well as the region of the heart causing aversion to all sorts of food, which is designated Bhaktopaghata (lit. aversion to food— popularly known as Arochaka) by the physi- cians and it is divided into five distinct types (according to the different nature of its exciting factor). 2, and cramps at the heart and a sapid taste in the mouth are the mark the Va(taja t\'pe of Arochaka. Excessive burning sensation (in the region) of the heart, sucking pain (in the locality), a bitter taste in the mouth, thirst and fainting fits are the features which mark the Pittaja type of the disease. Itching sensation, heaviness of the body, water-brash, lassitude, drowsiness and a sweet taste in the mouth are the indications which characterise the Kapliaja type. The Tri-doshaja type is characterised b)- a good many symptoms which severally mark the three Doshas. Indulgence in sensual pleasure, as well as in fear and grief, or the sight of any repugnant article, or of anything that tends to disturb the mental ' Manasa) equilibrium, may also usher in an attack of Arochaka. ",
6715,7-Mar,
6716," Treatment \—h\ a case of the Vataja type, the patient should be first made to vomit the help of ",
6717,"decoction of Vacha and then be given a pulverised com- pound of Krishna, Vidanga, Yava-Kshdra, Harenu, Bhdrgi, Rdsnd, HingUy Saindhava and Ndgara through the medium of any Sneha or wine or hot water. Vomiting should be induced with with the solution of treacle in the Pittaja type of the disease. The use of a lambative prepared with Sain- dhava, Sitd (sugar), honey and clarified butter would also be efficacious. In the Kaphaja type, vomiting should be induced with the decoction of Nimba and the powders of Yamdni should then (after the taking of the meal) be administered with the decoction of Aragvadha mixed with honey. The pulverised compound mentioned in connection with the treatment of the Vdtaja type may also be administered (in this case). All the preceding measures should be employed in the Tri-doshaja type of Arochaka. 8-il. Four Specific Lambativcs \—{\) Drdkshd, Patola, Vit-sdAt, Vetra, Karira (bamboo-sprouts), Nimha, Murvd, Abhayd, Aksha, Vadara, Amalaka, (barks of) Kutaja and seeds of Karanja and of Aragvadha should be (powdered and) duly cooked with the urine of a cow in the form of a lambative. (2) A similar preparation should be made of Alustd, Vachd, Tri-katu, the two kinds of Rajani, Bhdrgi, Ktishtha and Nirdahani X and cooked with the urine of a ewe. (3) Similarly Ela in the sense of Ela-valuka (a part used for the whole). S'ivadasa, however, refutes this and asserts, on the authority of Va'gbhata, that ""Ela"" should mean Ela. t According to some, ihe emetic used should be Madana fruit ; while, according to others, it should be the drugs of the Madhura (Kakolyadi) group— the word 'Madhura' indicating the same. Some, however, read 'Madhuka' (Yashti-madhu) for 'Madhura'. X Nirdahani, according to some, means Chitraka, but, according to others, it means Yamani. The former sense is the most general one. ",
6718," Pdthd, Vamsd-lochana, AtivisJid and Rajan I should be boiled together with the urine of a she-elephant. (4) Mandiiki, Arka, Amritd and Ldngald should be similarly boiled by an experienced and practical physician with the urine of a she-buffalo. Whoever of the four preceding lambatives gets rid of Gulma, aversion to food, asthma and diseases affecting the heart and the larynx. ",
6719,12,
6720," Regimen of Diet should par- take of fruits, edible roots, etc. which grow in his country and take cordials, Shddavas f Ragas \ and other palatable dishes which are congenial to his physical tem- perament and which he is accustomed to. He should also be made to take (articles of) different Rasas § in different ways and his food should be at the same time light, Ruksha and agreeable to his taste. ",
6721,13,
6722," The due applications of and of light head-purgatives (errhines) arc efficacious in the disease under discussion. The drugs known as Tryushaua, Rajani (D. R.—the two kinds of Rajani) and Tri-phald pounded together and mixed with powdered Yava-kshdra and honey, should be used as a tooth- powder in washing the mouth. Any other drugs of bitter and pungent taste may be likewise prescribed for the purpose. I4-I5- should be used in cases ofVataja, Pittaja, Kaphaja and Tri-doshaja types of Arochaka respectively. + ""Shddava""—It is a preparation with a variety of articles of sweet, acid and saline tastes. X ""Raga""— It is a preparation of a cordial with sugar, Souvarchala- salt, Saindhava, turmeric, Tarushaka, black-berry and mustard, etc. § Dallana interprets ""Rasa"" by meat-soup but we arc inclined to take it in the sense of articles of different tastes (Rasa). ",
6723,"Use Of Decoction, Arishtaand Asava —Decoctions of the drugs of the Mustddi and Aragva- dhddi or Das'a-mula groups as well as the different lambatives with honey, the different Asavas prepared with any officinal urine and with treacle as well as the different Arishtas and the different Asavas prepared from any Kshdra and resembling in scent, the wine prepared from honey, should be used in conquering an attack of Arochaka. The aforesaid measures should also be employed for the purpose of re-kindling the digestive fire (appetite) impaired through the action of deranged Vayu and Kapha. ",
6724,16,
